================================================================
=== 1. ARRIBA HIGH/MEDIUM CONFIDENCE FUSIONS (376 lines) ===
================================================================
SAMPLE|GENE1|GENE2|BREAKPOINT1|BREAKPOINT2|CONFIDENCE|SPLIT_READS1|SPLIT_READS2|DISCORDANT|READING_FRAME|TYPE
220-MO-18-563634284|AGAP5--ENSG00000272140|3|5|INCL_NON_REF_SPLICE|[]
263-MO-19-563707144|EP300--ZNF384|30|6|ONLY_REF_SPLICE|["INTERCHROMOSOMAL[chr22--chr12]"]
263-MO-19-563707144|MPHOSPH10P2--WHAMMP1|19|11|INCL_NON_REF_SPLICE|[]
263-MO-19-563707144|ZNF384--EP300|6|3|ONLY_REF_SPLICE|["ChimerPub","INTERCHROMOSOMAL[chr12--chr22]"]
263-MO-19-563707144|ENSG00000229930--SEPTIN14|6|2|ONLY_REF_SPLICE|[]
263-MO-19-563707144|ENSG00000237356--DDHD1-DT|7|1|ONLY_REF_SPLICE|[]
263-MO-19-563707144|ENSG00000286888--TAPT1-AS1|6|0|ONLY_REF_SPLICE|[]
269-MO-17-563529456|MPHOSPH10P2--WHAMMP1|32|7|INCL_NON_REF_SPLICE|[]
269-MO-17-563529456|ENSG00000254951--OVCH2|13|6|ONLY_REF_SPLICE|[]
269-MO-17-563529456|IRF1-AS1--RAD50|7|4|ONLY_REF_SPLICE|[]
269-MO-17-563529456|ENSG00000291283--ENSG00000290968|12|0|INCL_NON_REF_SPLICE|[]
269-MO-17-563529456|TRDV2--TRAC|8|4|INCL_NON_REF_SPLICE|["DepMap2023","CCLE_StarF2019","INTRACHROMOSOMAL[chr14:0.00Mb]","NEIGHBORS_OVERLAP:+:+:[671]"]
269-MO-17-563529456|ENSG00000254951--OVCH2|4|6|INCL_NON_REF_SPLICE|[]
269-MO-17-563529456|IRF1-AS1--RAD50|5|4|INCL_NON_REF_SPLICE|[]
272-MO-17-563668167|CD99--GHR|10|4|ONLY_REF_SPLICE|["INTERCHROMOSOMAL[chrX--chr5]"]
272-MO-17-563668167|MPHOSPH10P2--WHAMMP1|10|2|INCL_NON_REF_SPLICE|[]
272-MO-17-563668167|MTAP--CDKN2B-AS1|5|6|ONLY_REF_SPLICE|["DepMap2023","ChimerSeq","TCGA_StarF2019","CCLE_StarF2019","INTRACHROMOSOMAL[chr9:0.06Mb]","NEIGHBORS[57127]"]
272-MO-17-563668167|ENSG00000251555--RPL7AP28|11|0|INCL_NON_REF_SPLICE|[]
272-MO-17-563668167|MTAP--CDKN2B-AS1|4|5|ONLY_REF_SPLICE|["DepMap2023","ChimerSeq","TCGA_StarF2019","CCLE_StarF2019","INTRACHROMOSOMAL[chr9:0.06Mb]","NEIGHBORS[57127]"]
272-MO-17-563668167|MTAP--CDKN2B-AS1|3|5|ONLY_REF_SPLICE|["DepMap2023","ChimerSeq","TCGA_StarF2019","CCLE_StarF2019","INTRACHROMOSOMAL[chr9:0.06Mb]","NEIGHBORS[57127]"]
272-MO-17-563668167|GOLGA2P5--ENSG00000257489|6|1|ONLY_REF_SPLICE|[]
281-MO-18-563507507|TCF3--PBX1|181|52|ONLY_REF_SPLICE|["Mitelman","ChimerKB","DepMap2023","ChimerSeq","CCLE_StarF2019","chimerdb_pubmed","ChimerPub","Cosmic","INTERCHROMOSOMAL[chr19--chr1]"]
281-MO-18-563507507|ENSG00000236760--LINC01250|46|16|ONLY_REF_SPLICE|[]
281-MO-18-563507507|ENSG00000286888--TAPT1-AS1|16|5|ONLY_REF_SPLICE|[]
281-MO-18-563507507|TRDV2--TRAC|5|9|INCL_NON_REF_SPLICE|["DepMap2023","CCLE_StarF2019","INTRACHROMOSOMAL[chr14:0.00Mb]","NEIGHBORS_OVERLAP:+:+:[671]"]
281-MO-18-563507507|ENSG00000226281--LY86-AS1|6|3|ONLY_REF_SPLICE|[]
281-MO-18-563507507|MPHOSPH10P2--WHAMMP1|7|2|INCL_NON_REF_SPLICE|[]
281-MO-18-563507507|SMBD1P--SDHAP1|6|1|ONLY_REF_SPLICE|[]
281-MO-18-563507507|ENSG00000272800--NUP35|3|3|ONLY_REF_SPLICE|[]
290-MO-22-563324716|ENSG00000254951--OVCH2|17|3|ONLY_REF_SPLICE|[]
290-MO-22-563324716|ENSG00000286888--TAPT1-AS1|6|2|ONLY_REF_SPLICE|[]
290-MO-22-563324716|ENSG00000254951--OVCH2|5|3|INCL_NON_REF_SPLICE|[]
294-MO-17-563456458|MPHOSPH10P2--WHAMMP1|24|11|INCL_NON_REF_SPLICE|[]
294-MO-17-563456458|ENSG00000237356--DDHD1-DT|10|2|ONLY_REF_SPLICE|[]
294-MO-17-563456458|LINC01507--ENSG00000280366|7|2|INCL_NON_REF_SPLICE|[]
294-MO-17-563456458|PFKFB3--LINC02649|8|0|ONLY_REF_SPLICE|[]
294-MO-17-563456458|ENSG00000254951--OVCH2|5|3|ONLY_REF_SPLICE|[]
294-MO-17-563456458|ENSG00000291283--ENSG00000290968|7|1|INCL_NON_REF_SPLICE|[]
302-MO-17-563681176|AFF1--KMT2A|19|14|ONLY_REF_SPLICE|["ChimerKB","DepMap2023","CCLE_StarF2019","INTERCHROMOSOMAL[chr4--chr11]"]
302-MO-17-563681176|TRDV2--TRAC|21|2|INCL_NON_REF_SPLICE|["DepMap2023","CCLE_StarF2019","INTRACHROMOSOMAL[chr14:0.00Mb]","NEIGHBORS_OVERLAP:+:+:[671]"]
302-MO-17-563681176|AFF1--KMT2A|2|14|ONLY_REF_SPLICE|["ChimerKB","DepMap2023","CCLE_StarF2019","INTERCHROMOSOMAL[chr4--chr11]"]
302-MO-17-563681176|ENSG00000257403--ABCA15P|6|2|ONLY_REF_SPLICE|[]
308-MO-18-563529465|P2RY8--CRLF2|120|78|INCL_NON_REF_SPLICE|["Mitelman","ChimerPub","HGNC_GENEFAM","INTRACHROMOSOMAL[chrY:0.20Mb]"]
308-MO-18-563529465|MPHOSPH10P2--WHAMMP1|8|4|INCL_NON_REF_SPLICE|[]
370-MO-17-563698156|ENSG00000254951--OVCH2|26|3|ONLY_REF_SPLICE|[]
370-MO-17-563698156|ENSG00000239407--LINC00630|8|2|INCL_NON_REF_SPLICE|[]
370-MO-17-563698156|ENSG00000254951--OVCH2|6|3|INCL_NON_REF_SPLICE|[]
370-MO-17-563698156|TRDV2--TRAC|3|4|INCL_NON_REF_SPLICE|["DepMap2023","CCLE_StarF2019","INTRACHROMOSOMAL[chr14:0.00Mb]","NEIGHBORS_OVERLAP:+:+:[671]"]
387-MO-17-563638234|BCR--ABL1|48|29|ONLY_REF_SPLICE|["Mitelman","ChimerKB","DepMap2023","ChimerSeq","TCGA_StarF2019","CCLE_StarF2019","Klijn_CellLines","chimerdb_pubmed","chimerdb_omim","DEEPEST2019","GUO2018CR_TCGA","ChimerPub","TumorFusionsNAR2018","Cosmic","INTERCHROMOSOMAL[chr22--chr9]"]
387-MO-17-563638234|ABL1--BCR|14|3|ONLY_REF_SPLICE|["ChimerKB","DepMap2023","ChimerSeq","TCGA_StarF2019","CCLE_StarF2019","YOSHIHARA_TCGA","Klijn_CellLines","chimerdb_pubmed","chimerdb_omim","DEEPEST2019","ChimerPub","TumorFusionsNAR2018","INTERCHROMOSOMAL[chr9--chr22]"]
387-MO-17-563638234|MPHOSPH10P2--WHAMMP1|5|2|INCL_NON_REF_SPLICE|[]
45-MO-18-563634299|TCF3--PBX1|252|37|ONLY_REF_SPLICE|["Mitelman","ChimerKB","DepMap2023","ChimerSeq","CCLE_StarF2019","chimerdb_pubmed","ChimerPub","Cosmic","INTERCHROMOSOMAL[chr19--chr1]"]
45-MO-18-563634299|ENSG00000236760--LINC01250|44|17|ONLY_REF_SPLICE|[]
45-MO-18-563634299|KCNMB2-AS1--ZMAT3|4|7|ONLY_REF_SPLICE|["INTRACHROMOSOMAL[chr3:0.16Mb]"]
45-MO-18-563634299|ENSG00000286888--TAPT1-AS1|7|3|ONLY_REF_SPLICE|[]
45-MO-18-563634299|KCNMB2-AS1--ZMAT3|2|7|ONLY_REF_SPLICE|["INTRACHROMOSOMAL[chr3:0.16Mb]"]
45-MO-18-563634299|KCNMB2-AS1--ZMAT3|2|7|ONLY_REF_SPLICE|["INTRACHROMOSOMAL[chr3:0.16Mb]"]
45-MO-18-563634299|KCNMB2-AS1--ZMAT3|1|7|ONLY_REF_SPLICE|["INTRACHROMOSOMAL[chr3:0.16Mb]"]
456-MO-19-563638239|TRDV2--TRAC|413|90|INCL_NON_REF_SPLICE|["DepMap2023","CCLE_StarF2019","INTRACHROMOSOMAL[chr14:0.00Mb]","NEIGHBORS_OVERLAP:+:+:[671]"]
456-MO-19-563638239|SNORD3A--SNORD3P1|38|0|INCL_NON_REF_SPLICE|[]
456-MO-19-563638239|MPHOSPH10P2--WHAMMP1|22|11|INCL_NON_REF_SPLICE|[]
456-MO-19-563638239|ENSG00000236760--LINC01250|10|0|ONLY_REF_SPLICE|[]
456-MO-19-563638239|PMS2P11--CCDC146|7|1|INCL_NON_REF_SPLICE|["CCLE_StarF2019","INTRACHROMOSOMAL[chr7:0.11Mb]"]
490-MO-19-563632278|SNORD3A--SNORD3P1|26|0|INCL_NON_REF_SPLICE|[]
490-MO-19-563632278|TRDV2--TRAC|13|2|INCL_NON_REF_SPLICE|["DepMap2023","CCLE_StarF2019","INTRACHROMOSOMAL[chr14:0.00Mb]","NEIGHBORS_OVERLAP:+:+:[671]"]
490-MO-19-563632278|ENSG00000251555--RPL7AP28|11|0|INCL_NON_REF_SPLICE|[]
513-MO-15-563678178|TCF3--PBX1|259|48|ONLY_REF_SPLICE|["Mitelman","ChimerKB","DepMap2023","ChimerSeq","CCLE_StarF2019","chimerdb_pubmed","ChimerPub","Cosmic","INTERCHROMOSOMAL[chr19--chr1]"]
513-MO-15-563678178|ENSG00000236760--LINC01250|36|5|ONLY_REF_SPLICE|[]
513-MO-15-563678178|MPHOSPH10P2--WHAMMP1|12|2|INCL_NON_REF_SPLICE|[]
513-MO-15-563678178|ENSG00000287700--DMD|8|3|INCL_NON_REF_SPLICE|[]
545-MO-17-563273686|LINC01934--ITGA4|8|4|ONLY_REF_SPLICE|["CCLE_StarF2019"]
545-MO-17-563273686|ENSG00000229930--SEPTIN14|8|2|ONLY_REF_SPLICE|[]
545-MO-17-563273686|LINC01934--ITGA4|3|4|ONLY_REF_SPLICE|["CCLE_StarF2019"]
545-MO-17-563273686|ENSG00000257403--ABCA15P|4|3|INCL_NON_REF_SPLICE|[]
545-MO-17-563273686|MPHOSPH10P2--WHAMMP1|6|1|INCL_NON_REF_SPLICE|[]
551-MO-15-563637252|ENSG00000254951--OVCH2|55|9|ONLY_REF_SPLICE|[]
551-MO-15-563637252|ENSG00000254951--OVCH2|19|9|INCL_NON_REF_SPLICE|[]
600-MO-19-563707184|TRDV2--TRAC|115|25|INCL_NON_REF_SPLICE|["DepMap2023","CCLE_StarF2019","INTRACHROMOSOMAL[chr14:0.00Mb]","NEIGHBORS_OVERLAP:+:+:[671]"]
600-MO-19-563707184|IGH-@-ext--DUX4|40|0|INCL_NON_REF_SPLICE|["INTERCHROMOSOMAL[chr14--chr4]"]
600-MO-19-563707184|ENSG00000286888--TAPT1-AS1|24|5|ONLY_REF_SPLICE|[]
600-MO-19-563707184|ENSG00000286888--ENSG00000248138|15|1|ONLY_REF_SPLICE|[]
600-MO-19-563707184|ENSG00000263618--LINC01906|5|4|ONLY_REF_SPLICE|[]
600-MO-19-563707184|SMBD1P--SDHAP1|8|1|ONLY_REF_SPLICE|[]
600-MO-19-563707184|ENSG00000229930--SEPTIN14|3|4|ONLY_REF_SPLICE|[]
78-MO-17-563507547|ENSG00000254951--OVCH2|47|7|ONLY_REF_SPLICE|[]
78-MO-17-563507547|ENSG00000286888--TAPT1-AS1|11|3|ONLY_REF_SPLICE|[]
78-MO-17-563507547|MPHOSPH10P2--WHAMMP1|9|1|INCL_NON_REF_SPLICE|[]

================================================================
=== 3. FUSIONCATCHER KNOWN/ONCOGENE FUSIONS (905 lines) ===
================================================================
SAMPLE|GENE1|GENE2|DESCRIPTION|SPANNING_PAIRS|SPANNING_UNIQUE|PREDICTED_EFFECT
103-MO-15-563486477|TCF3|PBX1|known,oncogene,cosmic,chimer2,cgp,ticdb,chimer4kb,chimer4pub,chimer4seq,cancer,tumor,oncokb,mitelman,ccle,t24|6|64|CDS(truncated)/intergenic
103-MO-15-563486477|TCF3|PBX1|known,oncogene,cosmic,chimer2,cgp,ticdb,chimer4kb,chimer4pub,chimer4seq,cancer,tumor,oncokb,mitelman,ccle,t24,exon-exon|6|64|in-frame
103-MO-15-563486477|TCF3|PBX1|known,oncogene,cosmic,chimer2,cgp,ticdb,chimer4kb,chimer4pub,chimer4seq,cancer,tumor,oncokb,mitelman,ccle,t24|6|64|CDS(truncated)/intronic
103-MO-15-563486477|NSF|LRRC37A3|banned,known,hpa,m0,multi,t1,exon-exon|0|14|in-frame
103-MO-15-563486477|FRG1|FRG1DP|pseudogene,m3,cortex,exon-exon,reciprocal|138|10|CDS(truncated)/exonic(no-known-CDS)
103-MO-15-563486477|FRG1DP|FRG1|pseudogene,m3,cortex,exon-exon,reciprocal|138|10|exonic(no-known-CDS)/CDS(truncated)
103-MO-15-563486477|FRG1DP|FRG1|pseudogene,m3,cortex,exon-exon,reciprocal|138|10|exonic(no-known-CDS)/CDS(truncated)
103-MO-15-563486477|UBN2|EBF1|cancer,t11,reciprocal|93|10|intronic/intronic
103-MO-15-563486477|HACL1|COLQ|banned,known,adjacent,healthy,cacg,hpa,1000genomes,chimer4seq,mitelman,ccle3,t5,10K<gap<100K,readthrough,exon-exon|0|9|out-of-frame
103-MO-15-563486477|AL355922.1|RNASE2|adjacent,lncrna,m6,cortex,10K<gap<100K,readthrough,exon-exon,reciprocal,rt_circ_rna|84|7|exonic(no-known-CDS)/UTR
103-MO-15-563486477|RNASE2|AL355922.1|adjacent,lncrna,m6,cortex,10K<gap<100K,reciprocal,rt_circ_rna|84|7|UTR/exonic(no-known-CDS)
103-MO-15-563486477|RNASE2|AL355922.1|adjacent,lncrna,m6,cortex,10K<gap<100K,exon-exon,reciprocal,rt_circ_rna|84|7|UTR/exonic(no-known-CDS)
103-MO-15-563486477|SMG1|NPIPB5|banned,known,bodymap2,hpa,m1,multi,tcga3,t1,exon-exon|0|6|CDS(truncated)/UTR
103-MO-15-563486477|SMG1|NPIPB5|banned,known,bodymap2,hpa,m1,multi,tcga3,t1,exon-exon|0|6|CDS(truncated)/UTR
103-MO-15-563486477|SMG1|NPIPB5|banned,known,bodymap2,hpa,m1,multi,tcga3,t1,exon-exon|0|6|in-frame
103-MO-15-563486477|TTBK2|MDM4|oncogene,cancer,t6,reciprocal|0|6|intronic/UTR
103-MO-15-563486477|ZNF737|SFPQ|oncogene,cancer,t6|0|6|intronic/UTR
103-MO-15-563486477|ZNF737|SFPQ|oncogene,cancer,t6|0|6|UTR/UTR
103-MO-15-563486477|AC009163.3|CHST6|10K<gap<100K,exon-exon|12|5|UTR/UTR
103-MO-15-563486477|RAF1|TMEM40|known,adjacent,oncogene,tcga,ccle2,chimer4seq,cancer,tumor,tcga-cancer,mitelman,tcga3,t1,10K<gap<100K,exon-exon|0|5|CDS(truncated)/UTR
103-MO-15-563486477|RAF1|TMEM40|known,adjacent,oncogene,tcga,ccle2,chimer4seq,cancer,tumor,tcga-cancer,mitelman,tcga3,t1,10K<gap<100K|0|5|CDS(truncated)/intronic
103-MO-15-563486477|BTN2A2|BTN2A3P|pseudogene,t3,10K<gap<100K,exon-exon|17|4|CDS(truncated)/exonic(no-known-CDS)
103-MO-15-563486477|BTN2A2|BTN2A3P|pseudogene,t3,10K<gap<100K,exon-exon|17|4|CDS(truncated)/exonic(no-known-CDS)
103-MO-15-563486477|IGH@|BACH2|banned,known,chimer4seq,cancer,m1,multi,mitelman,reciprocal,short_repeats,sr0.97|0|4|---/intronic
103-MO-15-563486477|COQ8B|NUMBL|banned,known,adjacent,healthy,bodymap2,hpa,mitelman,tcga3,t1,gap<1K,readthrough|0|3|UTR/CDS(truncated)
103-MO-15-563486477|IGH@|BACH2|banned,known,chimer4seq,cancer,m1,multi,mitelman,reciprocal|0|3|---/intronic
103-MO-15-563486477|IGH@|BACH2|banned,known,chimer4seq,cancer,m1,multi,mitelman,reciprocal|0|3|---/intronic
103-MO-15-563486477|NPEPPS|TBC1D3|banned,known,oncogene,bodymap2,hpa,gtex,18cancers,tumor,m0,multi,mitelman,exon-exon|0|2|CDS(complete)/UTR
103-MO-15-563486477|FOXO1|LINC00598|banned,known,adjacent,lncrna,oncogene,ucsc_fully_overlapping,ucsc_partially_overlapping,ucsc_same_strand_overlapping,chimer4seq,cancer,tumor,t1,10K<gap<100K,readthrough,exon-exon|0|1|CDS(truncated)/exonic(no-known-CDS)
103-MO-15-563486477|FOXO1|LINC00598|banned,known,adjacent,lncrna,oncogene,ucsc_fully_overlapping,ucsc_partially_overlapping,ucsc_same_strand_overlapping,chimer4seq,cancer,tumor,t1,10K<gap<100K,readthrough,exon-exon|0|1|CDS(truncated)/exonic(no-known-CDS)
103-MO-15-563486477|NAIP|OCLN|banned,known,bodymap2,hpa,1000genomes,chimer4seq,mitelman,t1,exon-exon|0|1|out-of-frame
103-MO-15-563486477|NFATC3|PLA2G15|banned,known,adjacent,healthy,bodymap2,hpa,chimer4seq,cancer,mitelman,ccle3,10K<gap<100K,readthrough,exon-exon|0|1|in-frame
137-MO-21-563591362|AFF1|KMT2A|known,oncogene,chimer2,cgp,ticdb,chimer4kb,chimer4pub,chimer4seq,cancer,tumor,mitelman,ccle,t13,exon-exon|0|28|in-frame
137-MO-21-563591362|TFG|ADGRG7|banned,known,adjacent,oncogene,tcga,hpa,gtex,1000genomes,18cancers,chimer4kb,chimer4pub,chimer4seq,cancer,tumor,tcga-normal,rt_circ_rna,mitelman,t10,tcga-oesophagus,10K<gap<100K,exon-exon|0|25|in-frame
137-MO-21-563591362|ANAPC1|RMND5A|banned,known,bodymap2,hpa,chimer4seq,m0,multi,t1,exon-exon,reciprocal|0|15|in-frame
137-MO-21-563591362|ANAPC1|RMND5A|banned,known,bodymap2,hpa,chimer4seq,m0,multi,t1,exon-exon,reciprocal|0|15|in-frame
137-MO-21-563591362|AL031282.2|CDK11B|lncrna,cancer,m3,10K<gap<100K,exon-exon,reciprocal|99|5|exonic(no-known-CDS)/UTR
137-MO-21-563591362|CDK11B|AL031282.2|lncrna,cancer,m3,10K<gap<100K,exon-exon,reciprocal|99|5|CDS(truncated)/exonic(no-known-CDS)
137-MO-21-563591362|CDK11B|AL031282.2|lncrna,cancer,m3,10K<gap<100K,reciprocal|99|5|intronic/exonic(no-known-CDS)
137-MO-21-563591362|C6ORF47|BAG6|banned,known,adjacent,healthy,bodymap2,hpa,t2,1K<gap<10K,readthrough|0|4|UTR/UTR
137-MO-21-563591362|HACL1|COLQ|banned,known,adjacent,healthy,cacg,hpa,1000genomes,chimer4seq,mitelman,ccle3,t3,10K<gap<100K,readthrough,exon-exon|0|4|out-of-frame
137-MO-21-563591362|ADGRE2|ADGRE5|banned,known,paralogs,healthy,duplicates,bodymap2,ambiguous,hpa,gtex,cancer,tcga-normal,exon-exon,reciprocal|95|3|in-frame
137-MO-21-563591362|ADGRE5|ADGRE2|banned,known,paralogs,healthy,duplicates,bodymap2,ambiguous,hpa,gtex,cancer,tcga-normal,reciprocal|95|3|intronic/UTR
137-MO-21-563591362|BANK1|IGH@|banned,known,hpa,m0,multi,mitelman,short_repeats,sr1.09|0|3|intronic/---
137-MO-21-563591362|PSPC1|ZMYM5|banned,known,healthy,bodymap2,hpa,chimer4seq,rt_circ_rna,mitelman,t3,10K<gap<100K,exon-exon,reciprocal|0|3|in-frame
137-MO-21-563591362|ZMYM5|PSPC1|banned,known,healthy,bodymap2,hpa,chimer4seq,rt_circ_rna,mitelman,t3,10K<gap<100K,reciprocal|0|3|CDS(truncated)/UTR
137-MO-21-563591362|NAIP|OCLN|banned,known,bodymap2,hpa,1000genomes,chimer4seq,mitelman,t1,exon-exon|0|2|out-of-frame
137-MO-21-563591362|SAV1|GYPB|banned,known,hpa,chimer4seq,cancer,m0,multi,exon-exon|0|2|in-frame
137-MO-21-563591362|FBXO25|FAM157B|banned,known,pseudogene,bodymap2,hpa,m0,multi,exon-exon|0|1|CDS(truncated)/exonic(no-known-CDS)
137-MO-21-563591362|MFGE8|HAPLN3|banned,known,adjacent,healthy,hpa,t1,1K<gap<10K,readthrough,exon-exon|0|1|out-of-frame
152-MO-20-563637230|ARL17A|KANSL1|banned,known,healthy,bodymap2,hpa,gtex,18cancers,chimer4seq,m8,mitelman,t8,exon-exon,reciprocal|0|27|in-frame
152-MO-20-563637230|ARL17B|KANSL1|banned,known,healthy,bodymap2,hpa,chimer4seq,m8,rt_circ_rna,mitelman,t8,10K<gap<100K,exon-exon,reciprocal|0|27|in-frame
152-MO-20-563637230|KANSL1|ARL17A|banned,known,healthy,bodymap2,hpa,gtex,18cancers,chimer4seq,m8,mitelman,t8,exon-exon,reciprocal|0|27|out-of-frame
152-MO-20-563637230|KANSL1|ARL17B|banned,known,healthy,bodymap2,hpa,chimer4seq,m8,rt_circ_rna,mitelman,t8,10K<gap<100K,exon-exon,reciprocal|0|27|out-of-frame
152-MO-20-563637230|NPIPB5|SMG1|banned,known,bodymap2,hpa,m7,tcga3,t7,reciprocal|0|24|intronic/UTR
152-MO-20-563637230|SMG1|NPIPB5|banned,known,bodymap2,hpa,m7,tcga3,t7,exon-exon,reciprocal|0|24|CDS(truncated)/UTR
152-MO-20-563637230|SMG1|NPIPB5|banned,known,bodymap2,hpa,m7,tcga3,t7,reciprocal|0|24|CDS(truncated)/UTR
152-MO-20-563637230|SMG1|NPIPB5|banned,known,bodymap2,hpa,m7,tcga3,t7,reciprocal|0|24|CDS(truncated)/UTR
152-MO-20-563637230|SMG1|NPIPB5|banned,known,bodymap2,hpa,m7,tcga3,t7,reciprocal|0|24|out-of-frame
152-MO-20-563637230|SMG1|NPIPB5|banned,known,bodymap2,hpa,m7,tcga3,t7,exon-exon,reciprocal|0|24|in-frame
152-MO-20-563637230|SMG1|NPIPB5|banned,known,bodymap2,hpa,m7,tcga3,t7,reciprocal|0|24|CDS(truncated)/UTR
152-MO-20-563637230|RNF213|ENDOV|adjacent,chimer4seq,cancer,tumor,m17,tcga2,mitelman,t10,10K<gap<100K,readthrough|8|23|UTR/CDS(complete)
152-MO-20-563637230|RNF213|ENDOV|adjacent,chimer4seq,cancer,tumor,m17,tcga2,mitelman,t10,10K<gap<100K,readthrough|8|23|UTR/CDS(truncated)
152-MO-20-563637230|RNF213|ENDOV|adjacent,chimer4seq,cancer,tumor,m17,tcga2,mitelman,t10,10K<gap<100K,readthrough|8|23|UTR/CDS(truncated)
152-MO-20-563637230|RNF213|ENDOV|adjacent,chimer4seq,cancer,tumor,m17,tcga2,mitelman,t10,10K<gap<100K,readthrough|8|23|UTR/CDS(truncated)
152-MO-20-563637230|ADGRE2|ADGRE5|banned,known,paralogs,healthy,duplicates,bodymap2,hpa,gtex,cancer,m6,tcga-normal,exon-exon,reciprocal|170|20|in-frame
152-MO-20-563637230|ADGRE2|ADGRE5|banned,known,paralogs,healthy,duplicates,bodymap2,hpa,gtex,cancer,m6,tcga-normal,exon-exon,reciprocal|170|20|in-frame
152-MO-20-563637230|ADGRE5|ADGRE2|banned,known,paralogs,healthy,duplicates,bodymap2,hpa,gtex,cancer,m6,tcga-normal,reciprocal,short_repeats,sr1.00|170|20|UTR/intronic
152-MO-20-563637230|ADGRE5|ADGRE2|banned,known,paralogs,healthy,duplicates,bodymap2,hpa,gtex,cancer,m6,tcga-normal,exon-exon,reciprocal|170|20|in-frame
152-MO-20-563637230|ADGRE5|ADGRE2|banned,known,paralogs,healthy,duplicates,bodymap2,hpa,gtex,cancer,m6,tcga-normal,exon-exon,reciprocal|170|20|in-frame
152-MO-20-563637230|ANAPC1|RMND5A|banned,known,bodymap2,hpa,chimer4seq,m0,multi,exon-exon,reciprocal|0|20|in-frame
152-MO-20-563637230|FRG1|FRG1DP|pseudogene,m4,cortex,exon-exon,reciprocal|175|18|CDS(truncated)/exonic(no-known-CDS)
152-MO-20-563637230|FRG1DP|FRG1|pseudogene,m4,cortex,reciprocal|175|18|exonic(no-known-CDS)/CDS(truncated)
152-MO-20-563637230|FRG1DP|FRG1|pseudogene,m4,cortex,exon-exon,reciprocal|175|18|exonic(no-known-CDS)/CDS(truncated)
152-MO-20-563637230|FRG1DP|FRG1|pseudogene,m4,cortex,exon-exon,reciprocal|175|18|exonic(no-known-CDS)/CDS(truncated)
152-MO-20-563637230|FRG1DP|FRG1|pseudogene,m4,cortex,exon-exon,reciprocal|175|18|exonic(no-known-CDS)/CDS(truncated)
152-MO-20-563637230|FRG1CP|FRG1|pseudogene,m8|237|13|exonic(no-known-CDS)/CDS(truncated)
152-MO-20-563637230|FRG1CP|FRG1|pseudogene,m8,exon-exon,short_repeats,sr1.95|237|13|exonic(no-known-CDS)/CDS(truncated)
152-MO-20-563637230|FRG1CP|FRG1|pseudogene,m8,exon-exon,short_repeats,sr1.95|237|13|exonic(no-known-CDS)/CDS(truncated)
152-MO-20-563637230|FRG1CP|FRG1|pseudogene,m8,exon-exon,short_repeats,sr1.95|237|13|exonic(no-known-CDS)/CDS(truncated)
152-MO-20-563637230|NIBAN3|COPS2|cancer,m2,mitelman|60|10|UTR/intronic
152-MO-20-563637230|NPEPPS|TBC1D3|banned,known,oncogene,bodymap2,hpa,gtex,18cancers,tumor,m0,multi,mitelman,exon-exon|0|10|CDS(complete)/UTR
152-MO-20-563637230|CTSC|RAB38|banned,known,adjacent,healthy,non_tumor_cells,hpa,1000genomes,chimer4kb,chimer4pub,chimer4seq,mitelman,ccle3,t3,10K<gap<100K,readthrough,exon-exon|0|9|in-frame
152-MO-20-563637230|FRG1DP|FRG1HP|pseudogene,m2,cortex,reciprocal,short_repeats,sr1.95|53|6|exonic(no-known-CDS)/exonic(no-known-CDS)
152-MO-20-563637230|FRG1DP|FRG1HP|pseudogene,m2,cortex,exon-exon,reciprocal|53|6|exonic(no-known-CDS)/exonic(no-known-CDS)
152-MO-20-563637230|FRG1HP|FRG1DP|pseudogene,m2,cortex,exon-exon,reciprocal,short_repeats,sr1.95|53|6|exonic(no-known-CDS)/exonic(no-known-CDS)
152-MO-20-563637230|MOGAT3|MTDH|oncogene,t7|0|6|UTR/UTR
152-MO-20-563637230|NSF|LRRC37A3|banned,known,hpa,m1,multi,t2,exon-exon|0|6|in-frame
152-MO-20-563637230|AL022324.2|AC234781.3|pseudogene,m3,t5|10|5|exonic(no-known-CDS)/exonic(no-known-CDS)
152-MO-20-563637230|SLC49A3|ATP5ME|banned,known,adjacent,healthy,bodymap2,hpa,mitelman,t1,1K<gap<10K,readthrough,exon-exon|0|5|out-of-frame
152-MO-20-563637230|SLC49A3|ATP5ME|banned,known,adjacent,healthy,bodymap2,hpa,mitelman,t1,1K<gap<10K,readthrough,exon-exon|0|5|in-frame
152-MO-20-563637230|AGAP1|AL160286.1|pseudogene,t1|46|4|CDS(truncated)/exonic(no-known-CDS)
152-MO-20-563637230|AGAP1|AL160286.1|pseudogene,t1|46|4|CDS(truncated)/exonic(no-known-CDS)
152-MO-20-563637230|AGAP1|AL160286.1|pseudogene,t1|46|4|CDS(truncated)/exonic(no-known-CDS)
152-MO-20-563637230|AGAP1|AL160286.1|pseudogene,t1|46|4|CDS(truncated)/exonic(no-known-CDS)
152-MO-20-563637230|CCDC125|CRLF2|oncogene,cancer,m2|7|4|UTR/intergenic
152-MO-20-563637230|CCDC125|CRLF2|oncogene,cancer,m2|7|4|UTR/intergenic
